LICENSE,TRADE_NAME,APPLICANT,CLASS,ENDORSEMEN,ADDRESS,ADDRID,X,Y,DESCRIPTIO
ABRA-082981,Capitol Fine Wine & Spirits,YOHANNES A. WOLDEMICHAEL,A,"Tasting,",415 H STREET NE,26048.00000000,400002.88000000,136905.29000000,Retail - Liquor Store
ABRA-081749,Capitol Hill Wine & Spirits,"Hotmal Family, LLC",A,"Tasting,",323 PENNSYLVANIA AVENUE SE,278358.00000000,399887.92000000,135402.73000000,Retail - Liquor Store
ABRA-072226,Capitol Liquors,"GT Liquors, Inc.",A,None,1835 BENNING ROAD NE,54963.00000000,402014.73000000,136765.75000000,Retail - Liquor Store
ABRA-016425,Cathedral Liquors,In Soon Park,A,None,3000 CONNECTICUT AVENUE NW,219893.00000000,395182.06000000,140225.08000000,Retail - Liquor Store
ABRA-085968,Cavalier Wine and Liquors,"GG Liquor and Wine, LLC",A,None,3515 14TH STREET NW,230252.00000000,397191.60000000,140808.41000000,Retail - Liquor Store
ABRA-023116,CC's Liquor,Young Myung Kim,A,None,3401 14TH STREET NW,299151.00000000,397184.47000000,140411.05000000,Retail - Liquor Store
ABRA-086268,Central Liquors,Central Wines LLC,A,"Tasting,",625 E STREET NW,297651.00000000,398145.74000000,136492.74000000,Retail - Liquor Store
ABRA-000200,Chat's Liquors,"B & O Liquors, Inc.",A,"Tasting,",503 8TH STREET SE,14679.00000000,400410.64000000,134964.75000000,Retail - Liquor Store
ABRA-009582,Chevy Chase Wine & Spirits,"BNI, Inc.",A,"Tasting,",5544 CONNECTICUT AVENUE NW,299973.00000000,393432.55000000,144073.23000000,Retail - Liquor Store
ABRA-073058,Chinatown Liquor,In Ja Kim,A,None,602 H STREET NW,279845.00000000,398242.55000000,136868.28000000,Retail - Liquor Store
ABRA-080830,Circle Wine & Spirits,"Majestic Beverage Sales, LLC",A,"Tasting,",5501 CONNECTICUT AVENUE NW,302124.00000000,393564.59000000,143927.88000000,Retail - Liquor Store
ABRA-016969,Cleveland Park Liquors,"Tri-Dev, Inc.",A,"Tasting,",3423 CONNECTICUT AVENUE NW,219252.00000000,394993.59000000,140803.41000000,Retail - Liquor Store
ABRA-000014,Coast In Liquors,John A Booker Jr Inc,A,None,301 FLORIDA AVENUE NE,287371.00000000,399844.44000000,137724.55000000,Retail - Liquor Store
ABRA-086823,Colony Liquors,"Red Cork, Inc.",A,"Tasting,",4901 GEORGIA AVENUE NW,251938.00000000,397667.23000000,142443.10000000,Retail - Liquor Store
ABRA-060113,Columbia Wine & Liquors,"Lin's Enterprises, LLC",A,None,1151 BLADENSBURG ROAD NE,285895.00000000,401744.75000000,137474.93000000,Retail - Liquor Store
ABRA-089418,Congressional Liquor,"Congressional Liquor, Inc",A,None,404 1ST STREET SE,27399.00000000,399517.20000000,135219.93000000,Retail - Liquor Store
ABRA-076507,Connecticut Avenue Wine & Liquor,"Connecticut Avenue Wine & Liquors, Inc.",A,"Tasting,",1529 CONNECTICUT AVENUE NW,218320.00000000,396190.59000000,138125.04000000,Retail - Liquor Store
ABRA-078964,Continental Wine & Liquor,"Continental Wine & Liquor, LLC",A,"Tasting,",1100 VERMONT AVENUE NW,240250.00000000,397104.25000000,137346.96000000,Retail - Liquor Store
ABRA-089012,Cork N Bottle Wine & Spirits,Cork & Bottle Incorporated,A,"Tasting,",7421 GEORGIA AVENUE NW,253722.00000000,397736.54000000,145792.65000000,Retail - Liquor Store
ABRA-086200,CORNER MARKET,"YONAS, INC.",A,None,1447 HOWARD ROAD SE,286214.00000000,401083.89000000,132280.66000000,Retail - Liquor Store
ABRA-073778,Costco Wholesale Corporation,Costco Wholesale Corporation,A,None,1134 7TH STREET NE,73235.00000000,400312.08000000,137439.79000000,Retail - Liquor Store
ABRA-088660,"Craft Wine & Spirits, LLC","Craft Wine & Spirits, LLC",A,None,5909 BLAIR ROAD NW,285279.00000000,399186.48000000,143740.36000000,Wholesaler
ABRA-088121,Crown Liquors,"A & P Liquors, LLC",A,"Tasting,",1325 CONNECTICUT AVENUE NW,304793.00000000,396348.53000000,137795.96000000,Retail - Liquor Store
ABRA-000042,Dakota Liquors,"Wilpap, Inc.",A,None,5510 3RD STREET NE,8234.00000000,399731.80000000,143239.77000000,Retail - Liquor Store
ABRA-000407,Dave Brown Wine & Liquors,"Melm, Inc.",A,"Tasting,",4721 SHERIFF ROAD NE,17779.00000000,405644.47000000,137197.13000000,Retail - Liquor Store
ABRA-083042,Dennies Market,"RKI Food, Inc.",A,None,5000 BENNING ROAD SE,15464.00000000,405973.00000000,134517.69000000,Retail - Liquor Store
ABRA-000023,District Liquors,Don Ho Inc,A,"Tasting,",1211 11TH STREET NW,239344.00000000,397685.66000000,137597.25000000,Retail - Liquor Store
ABRA-077295,Dixie Liquors,"Dixie Liquors, Inc.",A,"Tasting,",3429 M STREET NW,274568.00000000,394034.72000000,137486.29000000,Retail - Liquor Store
ABRA-087859,Don Ciccio & Figli,Think Italian LLC,A,None,6031 KANSAS AVENUE NW,259606.00000000,399201.86000000,143907.79000000,Manufacturer
ABRA-060731,"Dops, Inc","Dops, Inc.",A,None,2611 EVARTS STREET NE,45875.00000000,402676.36000000,139579.66000000,Wholesaler
ABRA-089439,Dove House Liquors,"Dove House Wine & Spirits, Inc.",A,"Tasting,",1905 9TH STREET NW,239848.00000000,397941.98000000,138674.98000000,Retail - Liquor Store
ABRA-084123,Downtown Spirits,"Downtown 1522, Inc.",A,"Tasting,",1522 K STREET NW,218324.00000000,396906.88000000,137144.67000000,Retail - Liquor Store
ABRA-089688,Edgewood Liquors,"Edgewood Liquors, LLC",A,None,2303 4TH STREET NE,289563.00000000,399971.95000000,139163.90000000,Retail - Liquor Store
ABRA-090244,Elite Wines,"Elite Wines Imports, Inc",A,None,2510 24TH STREET NE,149317.00000000,402375.22000000,139454.20000000,Wholesaler
ABRA-076782,Fair Liquors Inc.,S.R.D. Incorporated,A,None,5008 1ST STREET NW,243580.00000000,398931.21000000,142591.98000000,Retail - Liquor Store
ABRA-080900,Fairmont Liquor & Grocery,AG Corporation,A,None,2633 SHERMAN AVENUE NW,232335.00000000,397798.75000000,139659.31000000,Retail - Liquor Store
ABRA-021877,Family Liquors,Dennis S. Hodge,A,None,710 H STREET NE,76847.00000000,400380.92000000,136953.26000000,Retail - Liquor Store
ABRA-075977,First Vine,"First Vine, LLC",A,None,1701 FLORIDA AVENUE NW,235649.00000000,396586.13000000,138971.88000000,Retail - Liquor Store
ABRA-019710,Florida Liquors,"F. K. T. Enterprises, Inc.",A,None,2222 14TH STREET NW,239929.00000000,397202.15000000,139111.28000000,Retail - Liquor Store
ABRA-089748,Franklin Liquors & Market,Adulus Incorporated,A,None,2723 7TH STREET NE,45060.00000000,400353.29000000,139726.11000000,Retail - Liquor Store
ABRA-082606,Franklin Market,"Franklin Liquors & Market, Inc.",A,None,2723 7TH STREET NE,45060.00000000,400353.29000000,139726.11000000,Retail - Liquor Store
ABRA-086499,Frederick P. Winner,Frederick P Winner Ltd,A,None,3125 V STREET NE,150626.00000000,403182.24000000,138948.95000000,Wholesaler
ABRA-071312,Gandel's Liquors,"Akb Enterprises, Inc.",A,"Tasting,",211 PENNSYLVANIA AVENUE SE,300079.00000000,399737.72000000,135480.16000000,Retail - Liquor Store
ABRA-085209,Georgetown Wine and Spirits,"JADE LIQUORS, INC.",A,"Tasting,",1500 27TH STREET NW,299895.00000000,395173.73000000,137967.99000000,Retail - Liquor Store
ABRA-071950,Georgia Avenue Food Barn,"Soo & Chan, Inc.",A,"Tasting,",6205 GEORGIA AVENUE NW,302323.00000000,397638.16000000,144152.68000000,Retail - Liquor Store
ABRA-074791,Giant Liquors,"Giant Enterprises, Inc.",A,None,3504 GEORGIA AVENUE NW,232242.00000000,397903.25000000,140594.39000000,Retail - Liquor Store
ABRA-073063,Good Libation,"Mt. Vernon Wine & Spirits, Inc.",A,None,1201 5TH STREET NW,237489.00000000,398373.52000000,137556.29000000,Retail - Liquor Store
ABRA-060116,Good Ole Reliable Liquors,"Mohabat, Inc.",A,"Tasting,",1513 RHODE ISLAND AVENUE NE,62059.00000000,401547.65000000,139766.98000000,Retail - Liquor Store
ABRA-089508,Grand Liquors,Myongwoo Inc.,A,"Tasting,",409 15TH STREET NE,27128.00000000,401445.56000000,136381.41000000,Retail - Liquor Store
ABRA-075614,Greenway Liquors,"Capitol 1 DC, LLC",A,"Tasting,",3700 MINNESOTA AVENUE NE,32378.00000000,404079.21000000,135848.86000000,Retail - Liquor Store
ABRA-076393,Guilford Liquor,"YDK, Inc.",A,"Tasting,",446 RHODE ISLAND AVENUE NW,279787.00000000,398373.69000000,138366.10000000,Retail - Liquor Store
ABRA-060595,H Street Liquor,"U.S.A. Liquor, Inc",A,None,303 H STREET NE,41666.00000000,399845.01000000,136909.83000000,Retail - Liquor Store
ABRA-083291,Hamilton Liquors,Yeshumnesh Nega,A,"Tasting,",5205 GEORGIA AVENUE NW,251692.00000000,397634.60000000,142807.36000000,Retail - Liquor Store
ABRA-084834,Harry's Reserve,"909 NJ, LLC",A,"Tasting,",909 NEW JERSEY AVENUE SE,289057.00000000,399523.39000000,134558.73000000,Retail - Liquor Store
ABRA-077747,Harvard Liquors,"Harvard Liquors, LLC",A,None,2901 SHERMAN AVENUE NW,232642.00000000,397772.80000000,139900.76000000,Retail - Liquor Store
ABRA-000437,"Hayden's, Inc.",Hayden's Inc.,A,None,700 NORTH CAROLINA AVENUE SE,280108.00000000,400348.99000000,135547.73000000,Retail - Liquor Store
ABRA-082309,Herman's Liquors,"Herman's Liquors, Inc.",A,"Tasting,",3712 14TH STREET NW,258998.00000000,397136.10000000,141079.07000000,Retail - Liquor Store
ABRA-060558,Holiday Liquors,Business Associates Inc.,A,"Tasting,",3505 WHEELER ROAD SE,150722.00000000,400510.26000000,130165.70000000,Retail - Liquor Store
ABRA-086140,Hop and Wine Beverages,"Hop and Wine Beverages, LLC",A,None,1344 4TH STREET NE,286086.00000000,400073.10000000,137988.27000000,Wholesaler
ABRA-074960,Imperial Liquors,"Parki, Inc.",A,"Tasting,",1050 17TH STREET NW,278801.00000000,396632.21000000,137279.33000000,Retail - Liquor Store
ABRA-000301,Irving Liquor,"Lee-Irving Liquor, Inc.",A,"Tasting,",3100 MOUNT PLEASANT STREET NW,236441.00000000,396737.87000000,140113.58000000,Retail - Liquor Store
ABRA-005196,J B Liquorette,In Young Lee,A,None,1000 FLORIDA AVENUE NE,285734.00000000,400625.76000000,137354.82000000,Retail - Liquor Store
ABRA-075647,J J Liquors,"Joo Family, Inc",A,"Tasting,",1211 BRENTWOOD ROAD NE,285928.00000000,400902.77000000,139144.43000000,Retail - Liquor Store
ABRA-084240,JB Liquors,"Lin's spirit, Inc.",A,None,3914 14TH STREET NW,259041.00000000,397137.55000000,141241.88000000,Retail - Liquor Store
ABRA-074373,Jefferson Liquors,"Joung's Jefferson, Inc.",A,None,5307 GEORGIA AVENUE NW,295086.00000000,397615.92000000,142946.38000000,Retail - Liquor Store
ABRA-025523,JJ Mutt Wine & Spirits,Bhuller's Corporation,A,None,643 PENNSYLVANIA AVENUE SE,1770.00000000,400259.24000000,135202.67000000,Retail - Liquor Store
ABRA-060351,Joe Caplan Liquors,"DK, Corporation",A,None,1913 7TH STREET NW,218566.00000000,398116.38000000,138680.55000000,Retail - Liquor Store
ABRA-000420,Jumbo Liquors,"Jumbo Liquors, Inc.",A,None,1122 H STREET NE,73532.00000000,400810.33000000,136948.61000000,Retail - Liquor Store
ABRA-076574,Kennedy Liquors,"Yulees, Inc.",A,"Tasting,",5501 1ST STREET NW,285215.00000000,399013.22000000,143207.23000000,Retail - Liquor Store
ABRA-060177,King Avenue Liquors,Sanghera Corporation,A,None,2757 MARTIN LUTHER KING JR AVENUE SE,44813.00000000,400298.57000000,130995.62000000,Retail - Liquor Store
ABRA-087806,King's Deli & Grocery,"Shin & Jang, Inc.",A,None,3651 GEORGIA AVENUE NW,284773.00000000,397921.17000000,140894.08000000,Retail - Liquor Store
ABRA-024868,Kogod Liquors,"Starlight, Inc.",A,"Tasting,",441 NEW JERSEY AVENUE NW,237161.00000000,399050.20000000,136454.38000000,Retail - Liquor Store
ABRA-076573,Kovaks Liquors,"KYS, Inc.",A,"Tasting,",1237 MOUNT OLIVET ROAD NE,285971.00000000,401390.94000000,137968.60000000,Retail - Liquor Store
ABRA-060726,La Salle Liquors,"Jain Liquors, Inc.",A,"Tasting,",1719 K STREET NW,302217.00000000,396501.31000000,137218.43000000,Retail - Liquor Store
ABRA-076612,Ledroit Wines & Beer,"Ledroit Brands, LLC",A,None,247 FLORIDA AVENUE NW,302532.00000000,398653.23000000,138436.01000000,Wholesaler
ABRA-074972,Lee Tower Market,Duk Lee,A,None,4201 CATHEDRAL AVENUE NW,224793.00000000,392805.34000000,140330.13000000,Retail - Liquor Store
ABRA-026650,Lee's Liquor,Khp Corporation,A,None,2339 PENNSYLVANIA AVENUE SE,48335.00000000,402441.08000000,133979.83000000,Retail - Liquor Store
ABRA-088221,Lion's Fine Wine & Spirits,Lion Gate Inc,A,"Tasting,",3614 GEORGIA AVENUE NW,232158.00000000,397871.58000000,140746.84000000,Retail - Liquor Store
ABRA-082040,Log Cabin Liquor,"Y & J CHUNG, CORP",A,None,1748 7TH STREET NW,238399.00000000,398081.02000000,138452.07000000,Retail - Liquor Store
ABRA-086950,Logan Circle Liquors,Dayal Investments Inc,A,"Tasting,",1018 RHODE ISLAND AVENUE NW,225328.00000000,397682.72000000,138062.98000000,Retail - Liquor Store
ABRA-079795,M & S Market,Connect Corporation,A,None,213 UPSHUR STREET NW,244388.00000000,398757.00000000,141618.20000000,Retail - Liquor Store
ABRA-072037,Mac Market & Deli,"Lucky Pioneer, Inc,",A,"Tasting,",5185 MACARTHUR BOULEVARD NW,275285.00000000,391092.19000000,139878.21000000,Retail - Liquor Store
ABRA-060758,Mac's Wine & Liquors,"Mac's Liquors, Inc.",A,None,401 RHODE ISLAND AVENUE NE,28170.00000000,399967.98000000,139080.12000000,Retail - Liquor Store
ABRA-000067,Magruder's,Magruder of DC Inc.,A,"Tasting,",5618 CONNECTICUT AVENUE NW,263855.00000000,393378.82000000,144175.81000000,Retail - Liquor Store
ABRA-076382,Malcolm Liquors,"Yun Bros,  Inc",A,"Tasting,",3845 MINNESOTA AVENUE NE,29733.00000000,404308.65000000,136126.96000000,Retail - Liquor Store
ABRA-089286,Margaret River Import,"Margaret River Imports, LLC",A,None,1201 PENNSYLVANIA AVENUE NW,240937.00000000,397537.16000000,136429.36000000,Wholesaler
ABRA-023557,Market Of Columbia Plaza,"Shenpos in DC, Inc.",A,"Tasting,",516 23RD STREET NW,298798.00000000,395563.58000000,136520.96000000,Retail - Liquor Store
ABRA-083362,Mart Liquors,"T & Y Spirits, Inc.",A,None,2931 MARTIN LUTHER KING JR AVENUE SE,43001.00000000,400207.43000000,130829.99000000,Retail - Liquor Store
ABRA-021266,Martin's Wine & Spirits,"Ganducci, Inc.",A,"Tasting,",1919 FLORIDA AVENUE NW,302025.00000000,396116.89000000,138621.46000000,Retail - Liquor Store
ABRA-074594,Master Liquors,"18th & D Liquors, Inc.",A,None,1806 D STREET NE,150136.00000000,401853.39000000,136347.14000000,Retail - Liquor Store
ABRA-088686,Mayalen,"Obsidian, LLC",A,None,301 NEW YORK AVENUE NE,287373.00000000,400017.20000000,138035.68000000,Wholesaler
ABRA-060561,Mayfair Liquors,"Hargunn, Inc.",A,"Tasting,",7312 GEORGIA AVENUE NW,253554.00000000,397682.36000000,145676.31000000,Retail - Liquor Store
ABRA-060276,McReynold's Liquors,"C. Sons, Inc.",A,"Tasting,",1776 G STREET NW,218480.00000000,396428.16000000,136695.02000000,Retail - Liquor Store
ABRA-086593,Meade Wine & Liquors,"JCC, Inc.",A,None,3919 SOUTH CAPITOL STREET SW,302097.00000000,399249.53000000,129368.44000000,Retail - Liquor Store
ABRA-060602,Metro Liquors,Shree Corporation,A,"Tasting,",1726 COLUMBIA ROAD NW,284080.00000000,396552.65000000,139611.34000000,Retail - Liquor Store
ABRA-023640,Michigan Liquors,H & Y Chun Corporation,A,None,3934 12TH STREET NE,29009.00000000,400821.83000000,141136.99000000,Retail - Liquor Store
ABRA-000222,Minnesota Liquors,"Bob-kat, Inc.",A,"Tasting,",2237 MINNESOTA AVENUE SE,286751.00000000,402308.89000000,133784.95000000,Retail - Liquor Store
ABRA-084387,Modern Liquors,Pour Liquor & More LLC,A,"Tasting,",901 M STREET NW,226092.00000000,397905.03000000,137552.30000000,Retail - Liquor Store
ABRA-085906,Montana Liquors,"K & B, LLC",A,None,1801 MONTANA AVENUE NE,300678.00000000,401810.52000000,139077.47000000,Retail - Liquor Store
ABRA-071264,Morris Miller Liquors,"Mas Liquors, LLC",A,"Tasting,",7804 ALASKA AVENUE NW,285421.00000000,397658.71000000,146242.40000000,Retail - Liquor Store
ABRA-088520,NATIONAL WINE & LIQUOR,Tirhas Andemicael,A,None,2310 RHODE ISLAND AVENUE NE,48736.00000000,402331.38000000,140329.36000000,Retail - Liquor Store
ABRA-087725,New Columbia Distillers,New Columbia Distillers LLC.,A,None,1832 FENWICK STREET NE,118198.00000000,401356.92000000,138412.53000000,Manufacturer
ABRA-023501,"New Da Hsin Trading, Inc","New Da Hsin Trading, Inc",A,None,811 7TH STREET NW,238701.00000000,398122.93000000,136927.04000000,Retail - Liquor Store
ABRA-076234,New York Liquors,"Kartik, Inc.",A,None,1447 MARYLAND AVENUE NE,63004.00000000,401393.58000000,136861.58000000,Retail - Liquor Store
ABRA-083118,NONE AT THIS TIME,"QUEEN OF THE MOON, INC.",A,None,1815 COLUMBIA ROAD NW,235374.00000000,396215.26000000,139349.18000000,Retail - Liquor Store
ABRA-024726,Northeast Liquors,"Masad, Inc.",A,None,1300 5TH STREET NE,286017.00000000,400154.34000000,137887.28000000,Retail - Liquor Store
ABRA-060270,Northwest Liquors,"Northwest Liquors, Inc.",A,None,300 KENNEDY STREET NW,249474.00000000,398588.06000000,143159.70000000,Retail - Liquor Store
ABRA-088531,Oasis Market,"Oasis Liquor, Inc.",A,None,1179 3RD STREET NE,72474.00000000,399845.00000000,137515.74000000,Retail - Liquor Store
ABRA-012240,Ocean View Liquors Inc,"Ocean View Liquors, Inc.",A,None,4682 MARTIN LUTHER KING JR AVENUE SW,147083.00000000,399075.20000000,128149.14000000,Retail - Liquor Store
ABRA-060231,O'Connor's Liquors,O'Connors Liquor Incorporated,A,None,2900 MINNESOTA AVENUE SE,287311.00000000,402964.15000000,134258.10000000,Retail - Liquor Store
ABRA-060242,Pan Mar Liquors,"Venus Indo Services, Inc.",A,"Tasting,",1926 I STREET NW,241080.00000000,396128.00000000,137034.40000000,Retail - Liquor Store
ABRA-026226,Papa's Liquors,"ZSM, Inc",A,None,3703 MACOMB STREET NW,284784.00000000,393685.47000000,140649.57000000,Retail - Liquor Store
ABRA-000010,Pauls Discount Wine & Liquor,Pauls Liquors Inc.,A,"Tasting,",5205 WISCONSIN AVENUE NW,285133.00000000,392755.85000000,143290.69000000,Retail - Liquor Store
ABRA-078305,Peacock Liquors,"M&G Peacock, Inc.",A,"Tasting,",1625 NEW YORK AVENUE NE,286360.00000000,401734.33000000,138787.81000000,Retail - Liquor Store
ABRA-082079,Pearson's Liquor Annex,"SJ, Inc.",A,"Tasting,",2436 WISCONSIN AVENUE NW,284389.00000000,393686.14000000,139337.27000000,Retail - Liquor Store
ABRA-072626,Petworth Liquors,"Hundal, Inc.",A,None,3210 GEORGIA AVENUE NW,232966.00000000,397943.23000000,140276.65000000,Retail - Liquor Store
ABRA-079744,Potenza Wine Store,"Woodward Beverages, LLC",A,"Tasting,",1426 H STREET NW,279159.00000000,397123.96000000,136906.38000000,Retail - Liquor Store
ABRA-001926,Potomac Wines And Spirits,"Gabriel, Inc.",A,"Tasting,",3100 M STREET NW,273837.00000000,394681.77000000,137461.07000000,Retail - Liquor Store
ABRA-060290,Premium Distributors,"Premium Distributors Of Washington DC, LLC",A,None,3500 FORT LINCOLN DRIVE NE,289765.00000000,404409.09000000,139332.88000000,Wholesaler
ABRA-076197,Press Liquors,"Lim Enterprises, Corp",A,None,525 14TH STREET NE,11108.00000000,401278.76000000,136559.59000000,Retail - Liquor Store
ABRA-083463,Prestige Beverage Group,Prestige Beverage Group of DC LLC,A,None,500 EMERSON STREET NE,15653.00000000,400104.20000000,142499.83000000,Wholesaler
ABRA-082054,Raymond's Liquors,"Vinnakota-Chon, Inc.",A,"Tasting,",3035 NAYLOR ROAD SE,278315.00000000,403047.65000000,131711.62000000,Retail - Liquor Store
ABRA-076499,Republic National Distributing Company,"Republic National Distributing Company, LLC",A,None,4235 SHERIFF ROAD NE,24679.00000000,405135.67000000,137164.01000000,Wholesaler
ABRA-072215,Rhode Island Liquor,"Blue Nile Liquors, LLC",A,"Tasting,",1812 HAMLIN STREET NE,307544.00000000,401873.25000000,140061.46000000,Retail - Liquor Store
ABRA-078927,Rhode Island Liquor,"Rhode Island Liquors, LLC",A,None,914 RHODE ISLAND AVENUE NE,289063.00000000,400577.23000000,139388.33000000,Retail - Liquor Store
ABRA-060532,Rigg's Liquors,"Jy Rigg's Liquors, Inc.",A,"Tasting,",5581 SOUTH DAKOTA AVENUE NE,288682.00000000,399909.66000000,143360.18000000,Retail - Liquor Store
ABRA-000037,Riverside Liquors,The Fischer Corporation,A,"Tasting,",2123 E STREET NW,242543.00000000,395862.69000000,136495.99000000,Retail - Liquor Store
ABRA-088238,Roanoke Valley,"Roanoke Valley DC, LLC",A,None,1344 4TH STREET NE,286086.00000000,400073.10000000,137988.27000000,Wholesaler
ABRA-084736,The Oceanaire Seafood Room,"The Oceanaire Restaurant Company, Inc.",C,None,1201 F STREET NE,72089.00000000,400866.75000000,136588.92000000,Restaurant
ABRA-084836,Mayur Kebab House,"Apra 1, Inc.",C,None,1108 K STREET NW,243017.00000000,397611.48000000,137153.75000000,Restaurant
ABRA-084847,EL CENTRO  D.F.,1819 14th Ventures LLC,C,"Summer Garden, Entertainment,",1819 14TH STREET NW,240482.00000000,397264.10000000,138536.36000000,Restaurant
ABRA-084925,Morgan's Seafood Bar & Grill,"Rome-Rome Productions, LLC",C,None,3200 GEORGIA AVENUE NW,232965.00000000,397956.44000000,140253.91000000,Restaurant
ABRA-084926,Paul Bakery,"Paul DC-VA-MD Bakeries, LLC",C,None,1078 WISCONSIN AVENUE NW,271897.00000000,394533.70000000,137443.82000000,Restaurant
ABRA-084952,Tackle Box,"GBP, LLC",C,None,3245 M STREET NW,271985.00000000,394420.74000000,137497.68000000,Restaurant
ABRA-084954,Teak Wood Restaurant,"Galae Thai, Inc.",C,None,1323 14TH STREET NW,279061.00000000,397264.22000000,137797.55000000,Restaurant
ABRA-084987,Puro Cafe,"RHBB, LLC",C,"Entertainment,",1529 WISCONSIN AVENUE NW,223926.00000000,394406.79000000,138012.11000000,Restaurant
ABRA-085084,Mandu,Mandu LLC,C,None,453 K STREET NW,305185.00000000,398447.98000000,137219.08000000,Restaurant
ABRA-085100,Bullfeathers,"Bullfeathers, LLC",C,None,410 1ST STREET SE,26982.00000000,399517.20000000,135202.38000000,Restaurant
ABRA-085225,Red Line,"Red Line DC, LLC",C,"Sidewalk Cafe, Entertainment, Dancing, Cover Charge",707 G STREET NW,300508.00000000,398059.94000000,136755.09000000,Restaurant
ABRA-085239,Sunshine Bar & Lounge,Sunshine Bar & Lounge LLC,C,"Sidewalk Cafe, Entertainment,",7331 GEORGIA AVENUE NW,254745.00000000,397733.40000000,145702.63000000,Restaurant
ABRA-085343,Bookhill Bistro,"Midtown Cafe, LLC",C,"Summer Garden, Entertainment,",1639 WISCONSIN AVENUE NW,277110.00000000,394344.22000000,138178.93000000,Restaurant
ABRA-085365,District Commons/Burger Tap & Shake,"Passion Food Six, LLC",C,"Summer Garden,",2200 PENNSYLVANIA AVENUE NW,306440.00000000,395725.86000000,137121.43000000,Restaurant
ABRA-085382,Pearl Dive Oyster Palace/BlackJack,"Black's 14th Street, NW",C,"Sidewalk Cafe,",1612 14TH STREET NW,240203.00000000,397199.77000000,138196.30000000,Restaurant
ABRA-085456,Italian Pizza Kitchen,"2608 Connecticut Avenue, LLC",C,"Sidewalk Cafe, Entertainment,",2608 CONNECTICUT AVENUE NW,219090.00000000,395480.77000000,139567.16000000,Restaurant
ABRA-085467,Terasol,Terasol Gallery & Cafe,C,"Entertainment,",5010 CONNECTICUT AVENUE NW,285041.00000000,393913.09000000,143022.66000000,Restaurant
ABRA-085471,El Chucho - Cocina Superior,"3313 11th Hospitality, LLC",C,"Summer Garden, Sidewalk Cafe,",3313 11TH STREET NW,230986.00000000,397588.36000000,140356.67000000,Restaurant
ABRA-085626,Public Tenley,PGT LLC ( Two Summer Gardens),C,"Summer Garden, Sidewalk Cafe, Entertainment, Cover Charge",4611 41ST STREET NW,284944.00000000,393065.92000000,142467.23000000,Restaurant
ABRA-085719,Neisha Thai,LPBS Group INc.,C,"Sidewalk Cafe, Entertainment,",4445 WISCONSIN AVENUE NW,265179.00000000,393136.34000000,142205.60000000,Restaurant
ABRA-085720,Epicurean and Company,"Epicurean Foods, LLC",C,"Entertainment, Dancing,",4250 CONNECTICUT AVENUE NW,220626.00000000,394400.81000000,141910.36000000,Restaurant
ABRA-085729,Rivers at the Watergate,"Watergate 600, LLC",C,"Summer Garden, Entertainment,",600 NEW HAMPSHIRE AVENUE NW,279838.00000000,395215.84000000,136654.72000000,Restaurant
ABRA-085783,Wok and Roll Restaurant,"Wok and Roll Enterprises, Inc.",C,"Sidewalk Cafe, Entertainment,",1801 BELMONT ROAD NW,225432.00000000,396336.29000000,139208.11000000,Restaurant
ABRA-085865,Mintwood Place,A.C. Adams LLC,C,"Summer Garden, Entertainment,",1813 COLUMBIA ROAD NW,300757.00000000,396222.65000000,139354.42000000,Restaurant
ABRA-085876,Cafe Deluxe,"Clover Cleveland Park, LLC",C,"Sidewalk Cafe,",3228 WISCONSIN AVENUE NW,284613.00000000,393681.04000000,140586.17000000,Restaurant
ABRA-085903,Big Chair Coffee & Grill,Big Chair Cafe LLC,C,None,2122 MARTIN LUTHER KING JR AVENUE SE,278068.00000000,400913.65000000,133026.84000000,Restaurant
ABRA-085922,Tortilla Coast,"Clover Capitol Hill, LLC",C,"Sidewalk Cafe,",400 1ST STREET SE,28526.00000000,399517.20000000,135229.00000000,Restaurant
ABRA-085946,Zenebech Restaurant,Jema Corp,C,None,608 T STREET NW,238433.00000000,398219.87000000,138609.39000000,Restaurant
ABRA-085973,Mai Thai of Georgetown,"Mai Thai of Georgetown , LLC",C,"Summer Garden,",3251 PROSPECT STREET NW,272144.00000000,394466.20000000,137594.74000000,Restaurant
ABRA-085977,Blue 44,Blue 44 LLC,C,"Sidewalk Cafe,",5507 CONNECTICUT AVENUE NW,285223.00000000,393560.71000000,143939.64000000,Restaurant
ABRA-085989,St. Arnold's on Jefferson,"Hello Hospitality IV, LLC",C,None,1827 JEFFERSON PLACE NW,241284.00000000,396289.21000000,137643.50000000,Restaurant
ABRA-016129,Talay Thai Restaurant,Talay Thai Inc.,C,"Sidewalk Cafe,",406 1ST STREET SE,27178.00000000,399516.93000000,135213.94000000,Restaurant
ABRA-016192,Pizzeria Paradiso,"Paradiso, Inc.",C,"Summer Garden,",2000 MASSACHUSETTS AVENUE NW,293218.00000000,396083.40000000,138003.93000000,Restaurant
ABRA-016332,Guapo's Restaurant,"Guapo's Restaurant, Inc.",C,"Sidewalk Cafe, Entertainment, Dancing,",4515 WISCONSIN AVENUE NW,284931.00000000,393106.76000000,142284.90000000,Restaurant
ABRA-016357,La Lomita Restaurant,"La Lomita, Inc.",C,"Sidewalk Cafe,",1330 PENNSYLVANIA AVENUE SE,149931.00000000,401156.01000000,134805.53000000,Restaurant
